2023-10-29 15:41:36,018 INFO    StreamThr :4632 [internal.py:wandb_internal():86] W&B internal server running at pid: 4632, started at: 2023-10-29 15:41:36.017551
2023-10-29 15:41:36,018 DEBUG   HandlerThread:4632 [handler.py:handle_request():144] handle_request: status
2023-10-29 15:41:36,019 INFO    WriterThread:4632 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_154136-ohl6owk0\run-ohl6owk0.wandb
2023-10-29 15:41:36,020 DEBUG   SenderThread:4632 [sender.py:send():375] send: header
2023-10-29 15:41:36,141 DEBUG   SenderThread:4632 [sender.py:send():375] send: run
2023-10-29 15:41:36,662 INFO    SenderThread:4632 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_154136-ohl6owk0\files
2023-10-29 15:41:36,662 INFO    SenderThread:4632 [sender.py:_start_run_threads():1124] run started: ohl6owk0 with start time 1698590496.017031
2023-10-29 15:41:36,662 DEBUG   SenderThread:4632 [sender.py:send_request():402] send_request: summary_record
2023-10-29 15:41:36,663 DEBUG   HandlerThread:4632 [handler.py:handle_request():144] handle_request: check_version
2023-10-29 15:41:36,663 INFO    SenderThread:4632 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 15:41:36,663 DEBUG   SenderThread:4632 [sender.py:send_request():402] send_request: check_version
2023-10-29 15:41:36,897 DEBUG   HandlerThread:4632 [handler.py:handle_request():144] handle_request: run_start
2023-10-29 15:41:36,905 DEBUG   HandlerThread:4632 [system_info.py:__init__():31] System info init
2023-10-29 15:41:36,905 DEBUG   HandlerThread:4632 [system_info.py:__init__():46] System info init done
2023-10-29 15:41:36,905 INFO    HandlerThread:4632 [system_monitor.py:start():181] Starting system monitor
2023-10-29 15:41:36,905 INFO    SystemMonitor:4632 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-29 15:41:36,905 INFO    HandlerThread:4632 [system_monitor.py:probe():201] Collecting system info
2023-10-29 15:41:36,909 INFO    SystemMonitor:4632 [interfaces.py:start():190] Started cpu monitoring
2023-10-29 15:41:36,911 DEBUG   HandlerThread:4632 [system_info.py:probe():195] Probing system
2023-10-29 15:41:36,911 INFO    SystemMonitor:4632 [interfaces.py:start():190] Started disk monitoring
2023-10-29 15:41:36,914 INFO    SystemMonitor:4632 [interfaces.py:start():190] Started memory monitoring
2023-10-29 15:41:36,920 INFO    SystemMonitor:4632 [interfaces.py:start():190] Started network monitoring
2023-10-29 15:41:36,921 DEBUG   HandlerThread:4632 [system_info.py:_probe_git():180] Probing git
2023-10-29 15:41:36,960 DEBUG   HandlerThread:4632 [system_info.py:_probe_git():188] Probing git done
2023-10-29 15:41:36,960 DEBUG   HandlerThread:4632 [system_info.py:probe():240] Probing system done
2023-10-29 15:41:36,960 DEBUG   HandlerThread:4632 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-10-29T14:41:36.911484', 'startedAt': '2023-10-29T14:41:36.012418', 'docker': None, 'cuda': None, 'args': ('--config', 'rnn.yaml'), 'state': 'running', 'program': 'C:\\Users\\tobia\\Documents\\GitHub\\RNN_Tobia_Simmler\\main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/t0b14/Semester_project_Tobia_Simmler_rnn.git', 'commit': '36cbddb76d8de18999896b8e3a3cb41bd1d44641'}, 'email': 'simmlert@student.ethz.ch', 'root': 'C:/Users/tobia/Documents/GitHub/RNN_Tobia_Simmler', 'host': 'Aibot', 'username': 'tobia', 'executable': 'C:\\Users\\tobia\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'total': 1417.9636306762695, 'used': 1287.3607940673828}, 'memory': {'total': 63.13705825805664}}
2023-10-29 15:41:36,960 INFO    HandlerThread:4632 [system_monitor.py:probe():211] Finished collecting system info
2023-10-29 15:41:36,960 INFO    HandlerThread:4632 [system_monitor.py:probe():214] Publishing system info
2023-10-29 15:41:36,960 DEBUG   HandlerThread:4632 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-10-29 15:41:36,960 DEBUG   HandlerThread:4632 [system_info.py:_save_pip():67] Saving pip packages done
2023-10-29 15:41:36,961 INFO    HandlerThread:4632 [system_monitor.py:probe():216] Finished publishing system info
2023-10-29 15:41:36,967 DEBUG   SenderThread:4632 [sender.py:send():375] send: files
2023-10-29 15:41:36,967 INFO    SenderThread:4632 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-29 15:41:36,971 DEBUG   HandlerThread:4632 [handler.py:handle_request():144] handle_request: stop_status
2023-10-29 15:41:36,971 DEBUG   SenderThread:4632 [sender.py:send_request():402] send_request: stop_status
2023-10-29 15:41:37,149 DEBUG   SenderThread:4632 [sender.py:send():375] send: telemetry
2023-10-29 15:41:37,333 DEBUG   SenderThread:4632 [sender.py:send():375] send: exit
2023-10-29 15:41:37,333 INFO    SenderThread:4632 [sender.py:send_exit():598] handling exit code: 1
2023-10-29 15:41:37,333 INFO    SenderThread:4632 [sender.py:send_exit():600] handling runtime: 0
2023-10-29 15:41:37,334 INFO    SenderThread:4632 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 15:41:37,334 INFO    SenderThread:4632 [sender.py:send_exit():606] send defer
2023-10-29 15:41:37,334 DEBUG   HandlerThread:4632 [handler.py:handle_request():144] handle_request: defer
2023-10-29 15:41:37,334 INFO    HandlerThread:4632 [handler.py:handle_request_defer():170] handle defer: 0
2023-10-29 15:41:37,334 DEBUG   SenderThread:4632 [sender.py:send_request():402] send_request: defer
2023-10-29 15:41:37,334 INFO    SenderThread:4632 [sender.py:send_request_defer():622] handle sender defer: 0
2023-10-29 15:41:37,335 INFO    SenderThread:4632 [sender.py:transition_state():626] send defer: 1
2023-10-29 15:41:37,335 DEBUG   HandlerThread:4632 [handler.py:handle_request():144] handle_request: defer
2023-10-29 15:41:37,335 INFO    HandlerThread:4632 [handler.py:handle_request_defer():170] handle defer: 1
2023-10-29 15:41:37,335 DEBUG   SenderThread:4632 [sender.py:send_request():402] send_request: defer
2023-10-29 15:41:37,335 INFO    SenderThread:4632 [sender.py:send_request_defer():622] handle sender defer: 1
2023-10-29 15:41:37,335 INFO    SenderThread:4632 [sender.py:transition_state():626] send defer: 2
2023-10-29 15:41:37,335 DEBUG   HandlerThread:4632 [handler.py:handle_request():144] handle_request: defer
2023-10-29 15:41:37,335 INFO    HandlerThread:4632 [handler.py:handle_request_defer():170] handle defer: 2
2023-10-29 15:41:37,335 INFO    HandlerThread:4632 [system_monitor.py:finish():190] Stopping system monitor
2023-10-29 15:41:37,336 INFO    HandlerThread:4632 [interfaces.py:finish():202] Joined cpu monitor
2023-10-29 15:41:37,336 DEBUG   SystemMonitor:4632 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-10-29 15:41:37,336 INFO    HandlerThread:4632 [interfaces.py:finish():202] Joined disk monitor
2023-10-29 15:41:37,336 DEBUG   SystemMonitor:4632 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-10-29 15:41:37,336 INFO    HandlerThread:4632 [interfaces.py:finish():202] Joined memory monitor
2023-10-29 15:41:37,336 DEBUG   SystemMonitor:4632 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-10-29 15:41:37,336 INFO    HandlerThread:4632 [interfaces.py:finish():202] Joined network monitor
2023-10-29 15:41:37,337 DEBUG   SenderThread:4632 [sender.py:send_request():402] send_request: defer
2023-10-29 15:41:37,337 INFO    SenderThread:4632 [sender.py:send_request_defer():622] handle sender defer: 2
2023-10-29 15:41:37,337 INFO    SenderThread:4632 [sender.py:transition_state():626] send defer: 3
2023-10-29 15:41:37,337 DEBUG   SenderThread:4632 [sender.py:send():375] send: stats
