2023-10-29 13:04:21,767 INFO    StreamThr :6120 [internal.py:wandb_internal():86] W&B internal server running at pid: 6120, started at: 2023-10-29 13:04:21.767560
2023-10-29 13:04:21,768 DEBUG   HandlerThread:6120 [handler.py:handle_request():144] handle_request: status
2023-10-29 13:04:21,769 INFO    WriterThread:6120 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_130421-d6kaclyo\run-d6kaclyo.wandb
2023-10-29 13:04:21,770 DEBUG   SenderThread:6120 [sender.py:send():375] send: header
2023-10-29 13:04:21,921 DEBUG   SenderThread:6120 [sender.py:send():375] send: run
2023-10-29 13:04:22,442 INFO    SenderThread:6120 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_130421-d6kaclyo\files
2023-10-29 13:04:22,442 INFO    SenderThread:6120 [sender.py:_start_run_threads():1124] run started: d6kaclyo with start time 1698581061.76756
2023-10-29 13:04:22,442 DEBUG   SenderThread:6120 [sender.py:send_request():402] send_request: summary_record
2023-10-29 13:04:22,442 INFO    SenderThread:6120 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 13:04:22,443 DEBUG   HandlerThread:6120 [handler.py:handle_request():144] handle_request: check_version
2023-10-29 13:04:22,443 DEBUG   SenderThread:6120 [sender.py:send_request():402] send_request: check_version
2023-10-29 13:04:22,647 DEBUG   HandlerThread:6120 [handler.py:handle_request():144] handle_request: run_start
2023-10-29 13:04:22,654 DEBUG   HandlerThread:6120 [system_info.py:__init__():31] System info init
2023-10-29 13:04:22,654 DEBUG   HandlerThread:6120 [system_info.py:__init__():46] System info init done
2023-10-29 13:04:22,654 INFO    HandlerThread:6120 [system_monitor.py:start():181] Starting system monitor
2023-10-29 13:04:22,654 INFO    SystemMonitor:6120 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-29 13:04:22,654 INFO    HandlerThread:6120 [system_monitor.py:probe():201] Collecting system info
2023-10-29 13:04:22,658 INFO    SystemMonitor:6120 [interfaces.py:start():190] Started cpu monitoring
2023-10-29 13:04:22,660 DEBUG   HandlerThread:6120 [system_info.py:probe():195] Probing system
2023-10-29 13:04:22,660 INFO    SystemMonitor:6120 [interfaces.py:start():190] Started disk monitoring
2023-10-29 13:04:22,662 INFO    SystemMonitor:6120 [interfaces.py:start():190] Started memory monitoring
2023-10-29 13:04:22,669 INFO    SystemMonitor:6120 [interfaces.py:start():190] Started network monitoring
2023-10-29 13:04:22,669 DEBUG   HandlerThread:6120 [system_info.py:_probe_git():180] Probing git
2023-10-29 13:04:22,713 DEBUG   HandlerThread:6120 [system_info.py:_probe_git():188] Probing git done
2023-10-29 13:04:22,713 DEBUG   HandlerThread:6120 [system_info.py:probe():240] Probing system done
2023-10-29 13:04:22,713 DEBUG   HandlerThread:6120 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-10-29T12:04:22.660930', 'startedAt': '2023-10-29T12:04:21.762360', 'docker': None, 'cuda': None, 'args': ('--config', 'rnn.yaml'), 'state': 'running', 'program': 'C:\\Users\\tobia\\Documents\\GitHub\\RNN_Tobia_Simmler\\main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/t0b14/Semester_project_Tobia_Simmler_rnn.git', 'commit': '36cbddb76d8de18999896b8e3a3cb41bd1d44641'}, 'email': 'simmlert@student.ethz.ch', 'root': 'C:/Users/tobia/Documents/GitHub/RNN_Tobia_Simmler', 'host': 'Aibot', 'username': 'tobia', 'executable': 'C:\\Users\\tobia\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'total': 1417.9636306762695, 'used': 1287.635814666748}, 'memory': {'total': 63.13705825805664}}
2023-10-29 13:04:22,714 INFO    HandlerThread:6120 [system_monitor.py:probe():211] Finished collecting system info
2023-10-29 13:04:22,714 INFO    HandlerThread:6120 [system_monitor.py:probe():214] Publishing system info
2023-10-29 13:04:22,714 DEBUG   HandlerThread:6120 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-10-29 13:04:22,714 DEBUG   HandlerThread:6120 [system_info.py:_save_pip():67] Saving pip packages done
2023-10-29 13:04:22,715 INFO    HandlerThread:6120 [system_monitor.py:probe():216] Finished publishing system info
2023-10-29 13:04:22,720 DEBUG   SenderThread:6120 [sender.py:send():375] send: files
2023-10-29 13:04:22,721 INFO    SenderThread:6120 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-29 13:04:22,725 DEBUG   HandlerThread:6120 [handler.py:handle_request():144] handle_request: stop_status
2023-10-29 13:04:22,725 DEBUG   SenderThread:6120 [sender.py:send_request():402] send_request: stop_status
2023-10-29 13:04:22,934 DEBUG   SenderThread:6120 [sender.py:send():375] send: telemetry
2023-10-29 13:04:22,936 DEBUG   SenderThread:6120 [sender.py:send():375] send: exit
2023-10-29 13:04:22,936 INFO    SenderThread:6120 [sender.py:send_exit():598] handling exit code: 1
2023-10-29 13:04:22,936 INFO    SenderThread:6120 [sender.py:send_exit():600] handling runtime: 0
2023-10-29 13:04:22,936 INFO    SenderThread:6120 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 13:04:22,936 INFO    SenderThread:6120 [sender.py:send_exit():606] send defer
2023-10-29 13:04:22,936 DEBUG   HandlerThread:6120 [handler.py:handle_request():144] handle_request: defer
2023-10-29 13:04:22,936 INFO    HandlerThread:6120 [handler.py:handle_request_defer():170] handle defer: 0
2023-10-29 13:04:22,937 DEBUG   SenderThread:6120 [sender.py:send_request():402] send_request: defer
