2023-10-29 14:04:13,237 INFO    StreamThr :21712 [internal.py:wandb_internal():86] W&B internal server running at pid: 21712, started at: 2023-10-29 14:04:13.237719
2023-10-29 14:04:13,238 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: status
2023-10-29 14:04:13,239 INFO    WriterThread:21712 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_140413-bj1vp7v2\run-bj1vp7v2.wandb
2023-10-29 14:04:13,240 DEBUG   SenderThread:21712 [sender.py:send():375] send: header
2023-10-29 14:04:13,360 DEBUG   SenderThread:21712 [sender.py:send():375] send: run
2023-10-29 14:04:13,880 INFO    SenderThread:21712 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_140413-bj1vp7v2\files
2023-10-29 14:04:13,880 INFO    SenderThread:21712 [sender.py:_start_run_threads():1124] run started: bj1vp7v2 with start time 1698584653.237212
2023-10-29 14:04:13,881 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: summary_record
2023-10-29 14:04:13,881 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: check_version
2023-10-29 14:04:13,881 INFO    SenderThread:21712 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 14:04:13,881 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: check_version
2023-10-29 14:04:14,234 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: run_start
2023-10-29 14:04:14,241 DEBUG   HandlerThread:21712 [system_info.py:__init__():31] System info init
2023-10-29 14:04:14,241 DEBUG   HandlerThread:21712 [system_info.py:__init__():46] System info init done
2023-10-29 14:04:14,241 INFO    HandlerThread:21712 [system_monitor.py:start():181] Starting system monitor
2023-10-29 14:04:14,241 INFO    SystemMonitor:21712 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-29 14:04:14,241 INFO    HandlerThread:21712 [system_monitor.py:probe():201] Collecting system info
2023-10-29 14:04:14,241 INFO    SystemMonitor:21712 [interfaces.py:start():190] Started cpu monitoring
2023-10-29 14:04:14,245 DEBUG   HandlerThread:21712 [system_info.py:probe():195] Probing system
2023-10-29 14:04:14,245 INFO    SystemMonitor:21712 [interfaces.py:start():190] Started disk monitoring
2023-10-29 14:04:14,249 INFO    SystemMonitor:21712 [interfaces.py:start():190] Started memory monitoring
2023-10-29 14:04:14,257 INFO    SystemMonitor:21712 [interfaces.py:start():190] Started network monitoring
2023-10-29 14:04:14,257 DEBUG   HandlerThread:21712 [system_info.py:_probe_git():180] Probing git
2023-10-29 14:04:14,296 DEBUG   HandlerThread:21712 [system_info.py:_probe_git():188] Probing git done
2023-10-29 14:04:14,296 DEBUG   HandlerThread:21712 [system_info.py:probe():240] Probing system done
2023-10-29 14:04:14,296 DEBUG   HandlerThread:21712 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-10-29T13:04:14.245635', 'startedAt': '2023-10-29T13:04:13.232405', 'docker': None, 'cuda': None, 'args': ('--config', 'rnn.yaml'), 'state': 'running', 'program': 'C:\\Users\\tobia\\Documents\\GitHub\\RNN_Tobia_Simmler\\main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/t0b14/Semester_project_Tobia_Simmler_rnn.git', 'commit': '36cbddb76d8de18999896b8e3a3cb41bd1d44641'}, 'email': 'simmlert@student.ethz.ch', 'root': 'C:/Users/tobia/Documents/GitHub/RNN_Tobia_Simmler', 'host': 'Aibot', 'username': 'tobia', 'executable': 'C:\\Users\\tobia\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'total': 1417.9636306762695, 'used': 1287.643871307373}, 'memory': {'total': 63.13705825805664}}
2023-10-29 14:04:14,296 INFO    HandlerThread:21712 [system_monitor.py:probe():211] Finished collecting system info
2023-10-29 14:04:14,296 INFO    HandlerThread:21712 [system_monitor.py:probe():214] Publishing system info
2023-10-29 14:04:14,296 DEBUG   HandlerThread:21712 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-10-29 14:04:14,296 DEBUG   HandlerThread:21712 [system_info.py:_save_pip():67] Saving pip packages done
2023-10-29 14:04:14,296 INFO    HandlerThread:21712 [system_monitor.py:probe():216] Finished publishing system info
2023-10-29 14:04:14,300 DEBUG   SenderThread:21712 [sender.py:send():375] send: files
2023-10-29 14:04:14,300 INFO    SenderThread:21712 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-29 14:04:14,308 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: stop_status
2023-10-29 14:04:14,308 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: stop_status
2023-10-29 14:04:14,476 DEBUG   SenderThread:21712 [sender.py:send():375] send: telemetry
2023-10-29 14:04:14,477 DEBUG   SenderThread:21712 [sender.py:send():375] send: exit
2023-10-29 14:04:14,477 INFO    SenderThread:21712 [sender.py:send_exit():598] handling exit code: 1
2023-10-29 14:04:14,477 INFO    SenderThread:21712 [sender.py:send_exit():600] handling runtime: 0
2023-10-29 14:04:14,477 INFO    SenderThread:21712 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 14:04:14,478 INFO    SenderThread:21712 [sender.py:send_exit():606] send defer
2023-10-29 14:04:14,478 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,478 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 0
2023-10-29 14:04:14,478 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
2023-10-29 14:04:14,478 INFO    SenderThread:21712 [sender.py:send_request_defer():622] handle sender defer: 0
2023-10-29 14:04:14,478 INFO    SenderThread:21712 [sender.py:transition_state():626] send defer: 1
2023-10-29 14:04:14,478 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,478 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 1
2023-10-29 14:04:14,478 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
2023-10-29 14:04:14,478 INFO    SenderThread:21712 [sender.py:send_request_defer():622] handle sender defer: 1
2023-10-29 14:04:14,478 INFO    SenderThread:21712 [sender.py:transition_state():626] send defer: 2
2023-10-29 14:04:14,478 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,478 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 2
2023-10-29 14:04:14,478 INFO    HandlerThread:21712 [system_monitor.py:finish():190] Stopping system monitor
2023-10-29 14:04:14,478 DEBUG   SystemMonitor:21712 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-10-29 14:04:14,478 INFO    HandlerThread:21712 [interfaces.py:finish():202] Joined cpu monitor
2023-10-29 14:04:14,478 DEBUG   SystemMonitor:21712 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-10-29 14:04:14,478 INFO    HandlerThread:21712 [interfaces.py:finish():202] Joined disk monitor
2023-10-29 14:04:14,479 DEBUG   SystemMonitor:21712 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-10-29 14:04:14,479 INFO    HandlerThread:21712 [interfaces.py:finish():202] Joined memory monitor
2023-10-29 14:04:14,479 INFO    HandlerThread:21712 [interfaces.py:finish():202] Joined network monitor
2023-10-29 14:04:14,479 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
2023-10-29 14:04:14,479 INFO    SenderThread:21712 [sender.py:send_request_defer():622] handle sender defer: 2
2023-10-29 14:04:14,479 INFO    SenderThread:21712 [sender.py:transition_state():626] send defer: 3
2023-10-29 14:04:14,479 DEBUG   SenderThread:21712 [sender.py:send():375] send: stats
2023-10-29 14:04:14,479 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,480 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 3
2023-10-29 14:04:14,480 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
2023-10-29 14:04:14,480 INFO    SenderThread:21712 [sender.py:send_request_defer():622] handle sender defer: 3
2023-10-29 14:04:14,480 INFO    SenderThread:21712 [sender.py:transition_state():626] send defer: 4
2023-10-29 14:04:14,480 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,480 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 4
2023-10-29 14:04:14,480 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
2023-10-29 14:04:14,480 INFO    SenderThread:21712 [sender.py:send_request_defer():622] handle sender defer: 4
2023-10-29 14:04:14,480 INFO    SenderThread:21712 [sender.py:transition_state():626] send defer: 5
2023-10-29 14:04:14,480 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,480 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 5
2023-10-29 14:04:14,480 DEBUG   SenderThread:21712 [sender.py:send():375] send: summary
2023-10-29 14:04:14,480 INFO    SenderThread:21712 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 14:04:14,480 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
2023-10-29 14:04:14,480 INFO    SenderThread:21712 [sender.py:send_request_defer():622] handle sender defer: 5
2023-10-29 14:04:14,480 INFO    SenderThread:21712 [sender.py:transition_state():626] send defer: 6
2023-10-29 14:04:14,481 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,481 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 6
2023-10-29 14:04:14,481 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
2023-10-29 14:04:14,481 INFO    SenderThread:21712 [sender.py:send_request_defer():622] handle sender defer: 6
2023-10-29 14:04:14,482 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: status_report
2023-10-29 14:04:14,675 INFO    SenderThread:21712 [sender.py:transition_state():626] send defer: 7
2023-10-29 14:04:14,675 DEBUG   HandlerThread:21712 [handler.py:handle_request():144] handle_request: defer
2023-10-29 14:04:14,675 INFO    HandlerThread:21712 [handler.py:handle_request_defer():170] handle defer: 7
2023-10-29 14:04:14,675 DEBUG   SenderThread:21712 [sender.py:send_request():402] send_request: defer
