2023-11-09 00:41:39,309 INFO    StreamThr :24252 [internal.py:wandb_internal():86] W&B internal server running at pid: 24252, started at: 2023-11-09 00:41:39.309252
2023-11-09 00:41:39,310 DEBUG   HandlerThread:24252 [handler.py:handle_request():144] handle_request: status
2023-11-09 00:41:39,310 INFO    WriterThread:24252 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231109_004139-vu5fc9o1\run-vu5fc9o1.wandb
2023-11-09 00:41:39,312 DEBUG   SenderThread:24252 [sender.py:send():375] send: header
2023-11-09 00:41:39,447 DEBUG   SenderThread:24252 [sender.py:send():375] send: run
2023-11-09 00:41:39,919 DEBUG   HandlerThread:24252 [handler.py:handle_request():144] handle_request: check_version
2023-11-09 00:41:39,919 INFO    SenderThread:24252 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231109_004139-vu5fc9o1\files
2023-11-09 00:41:39,919 INFO    SenderThread:24252 [sender.py:_start_run_threads():1124] run started: vu5fc9o1 with start time 1699486899.309252
2023-11-09 00:41:39,919 DEBUG   SenderThread:24252 [sender.py:send_request():402] send_request: summary_record
2023-11-09 00:41:39,919 INFO    SenderThread:24252 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-09 00:41:39,920 DEBUG   SenderThread:24252 [sender.py:send_request():402] send_request: check_version
2023-11-09 00:41:40,034 DEBUG   HandlerThread:24252 [handler.py:handle_request():144] handle_request: run_start
2023-11-09 00:41:40,039 DEBUG   HandlerThread:24252 [system_info.py:__init__():31] System info init
2023-11-09 00:41:40,039 DEBUG   HandlerThread:24252 [system_info.py:__init__():46] System info init done
2023-11-09 00:41:40,039 INFO    HandlerThread:24252 [system_monitor.py:start():181] Starting system monitor
2023-11-09 00:41:40,039 INFO    SystemMonitor:24252 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-11-09 00:41:40,039 INFO    HandlerThread:24252 [system_monitor.py:probe():201] Collecting system info
2023-11-09 00:41:40,043 INFO    SystemMonitor:24252 [interfaces.py:start():190] Started cpu monitoring
2023-11-09 00:41:40,046 DEBUG   HandlerThread:24252 [system_info.py:probe():195] Probing system
2023-11-09 00:41:40,047 INFO    SystemMonitor:24252 [interfaces.py:start():190] Started disk monitoring
2023-11-09 00:41:40,050 INFO    SystemMonitor:24252 [interfaces.py:start():190] Started memory monitoring
2023-11-09 00:41:40,054 INFO    SystemMonitor:24252 [interfaces.py:start():190] Started network monitoring
2023-11-09 00:41:40,055 DEBUG   HandlerThread:24252 [system_info.py:_probe_git():180] Probing git
2023-11-09 00:41:40,091 DEBUG   HandlerThread:24252 [system_info.py:_probe_git():188] Probing git done
2023-11-09 00:41:40,092 DEBUG   HandlerThread:24252 [system_info.py:probe():240] Probing system done
2023-11-09 00:41:40,092 DEBUG   HandlerThread:24252 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-11-08T23:41:40.047302', 'startedAt': '2023-11-08T23:41:39.303251', 'docker': None, 'cuda': None, 'args': ('--config', 'rnn.yaml'), 'state': 'running', 'program': 'C:\\Users\\tobia\\Documents\\GitHub\\RNN_Tobia_Simmler\\main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/t0b14/Semester_project_Tobia_Simmler_rnn.git', 'commit': '4159307eb231ad7ce83886f9a928be4d2c1e9c46'}, 'email': 'simmlert@student.ethz.ch', 'root': 'C:/Users/tobia/Documents/GitHub/RNN_Tobia_Simmler', 'host': 'Aibot', 'username': 'tobia', 'executable': 'C:\\Users\\tobia\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'total': 1417.9636306762695, 'used': 1282.259262084961}, 'memory': {'total': 63.13705825805664}}
2023-11-09 00:41:40,092 INFO    HandlerThread:24252 [system_monitor.py:probe():211] Finished collecting system info
