2023-10-29 15:43:57,212 INFO    StreamThr :22500 [internal.py:wandb_internal():86] W&B internal server running at pid: 22500, started at: 2023-10-29 15:43:57.212182
2023-10-29 15:43:57,213 DEBUG   HandlerThread:22500 [handler.py:handle_request():144] handle_request: status
2023-10-29 15:43:57,213 INFO    WriterThread:22500 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_154357-comf4uyi\run-comf4uyi.wandb
2023-10-29 15:43:57,215 DEBUG   SenderThread:22500 [sender.py:send():375] send: header
2023-10-29 15:43:57,329 DEBUG   SenderThread:22500 [sender.py:send():375] send: run
2023-10-29 15:43:58,011 INFO    SenderThread:22500 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231029_154357-comf4uyi\files
2023-10-29 15:43:58,011 INFO    SenderThread:22500 [sender.py:_start_run_threads():1124] run started: comf4uyi with start time 1698590637.212182
2023-10-29 15:43:58,011 DEBUG   SenderThread:22500 [sender.py:send_request():402] send_request: summary_record
2023-10-29 15:43:58,011 INFO    SenderThread:22500 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-29 15:43:58,011 DEBUG   HandlerThread:22500 [handler.py:handle_request():144] handle_request: check_version
2023-10-29 15:43:58,011 DEBUG   SenderThread:22500 [sender.py:send_request():402] send_request: check_version
2023-10-29 15:43:58,251 DEBUG   HandlerThread:22500 [handler.py:handle_request():144] handle_request: run_start
2023-10-29 15:43:58,258 DEBUG   HandlerThread:22500 [system_info.py:__init__():31] System info init
2023-10-29 15:43:58,258 DEBUG   HandlerThread:22500 [system_info.py:__init__():46] System info init done
2023-10-29 15:43:58,258 INFO    HandlerThread:22500 [system_monitor.py:start():181] Starting system monitor
2023-10-29 15:43:58,259 INFO    SystemMonitor:22500 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-10-29 15:43:58,259 INFO    HandlerThread:22500 [system_monitor.py:probe():201] Collecting system info
