2023-11-22 18:55:14,541 INFO    StreamThr :24968 [internal.py:wandb_internal():86] W&B internal server running at pid: 24968, started at: 2023-11-22 18:55:14.540204
2023-11-22 18:55:14,541 DEBUG   HandlerThread:24968 [handler.py:handle_request():144] handle_request: status
2023-11-22 18:55:14,542 INFO    WriterThread:24968 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231122_185513-3osgdq8n\run-3osgdq8n.wandb
2023-11-22 18:55:14,542 DEBUG   SenderThread:24968 [sender.py:send():375] send: header
2023-11-22 18:55:14,543 DEBUG   SenderThread:24968 [sender.py:send():375] send: run
2023-11-22 18:55:14,992 INFO    SenderThread:24968 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231122_185513-3osgdq8n\files
2023-11-22 18:55:14,992 INFO    SenderThread:24968 [sender.py:_start_run_threads():1124] run started: 3osgdq8n with start time 1700675713.57635
2023-11-22 18:55:14,992 DEBUG   SenderThread:24968 [sender.py:send_request():402] send_request: summary_record
2023-11-22 18:55:14,992 INFO    SenderThread:24968 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-22 18:55:14,994 DEBUG   HandlerThread:24968 [handler.py:handle_request():144] handle_request: check_version
2023-11-22 18:55:14,994 DEBUG   SenderThread:24968 [sender.py:send_request():402] send_request: check_version
2023-11-22 18:55:15,122 DEBUG   HandlerThread:24968 [handler.py:handle_request():144] handle_request: run_start
2023-11-22 18:55:15,127 DEBUG   HandlerThread:24968 [system_info.py:__init__():31] System info init
2023-11-22 18:55:15,127 DEBUG   HandlerThread:24968 [system_info.py:__init__():46] System info init done
2023-11-22 18:55:15,127 INFO    HandlerThread:24968 [system_monitor.py:start():181] Starting system monitor
2023-11-22 18:55:15,127 INFO    SystemMonitor:24968 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-11-22 18:55:15,127 INFO    HandlerThread:24968 [system_monitor.py:probe():201] Collecting system info
2023-11-22 18:55:15,131 INFO    SystemMonitor:24968 [interfaces.py:start():190] Started cpu monitoring
2023-11-22 18:55:15,135 DEBUG   HandlerThread:24968 [system_info.py:probe():195] Probing system
2023-11-22 18:55:15,135 INFO    SystemMonitor:24968 [interfaces.py:start():190] Started disk monitoring
2023-11-22 18:55:15,139 INFO    SystemMonitor:24968 [interfaces.py:start():190] Started memory monitoring
2023-11-22 18:55:15,144 INFO    SystemMonitor:24968 [interfaces.py:start():190] Started network monitoring
2023-11-22 18:55:15,145 DEBUG   HandlerThread:24968 [system_info.py:_probe_git():180] Probing git
2023-11-22 18:55:15,188 DEBUG   HandlerThread:24968 [system_info.py:_probe_git():188] Probing git done
2023-11-22 18:55:15,188 DEBUG   HandlerThread:24968 [system_info.py:probe():240] Probing system done
