2023-12-07 08:12:21,697 INFO    StreamThr :6676 [internal.py:wandb_internal():86] W&B internal server running at pid: 6676, started at: 2023-12-07 08:12:21.697452
2023-12-07 08:12:21,698 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: status
2023-12-07 08:12:21,699 INFO    WriterThread:6676 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231207_081221-smqd7xab\run-smqd7xab.wandb
2023-12-07 08:12:21,700 DEBUG   SenderThread:6676 [sender.py:send():375] send: header
2023-12-07 08:12:21,808 DEBUG   SenderThread:6676 [sender.py:send():375] send: run
2023-12-07 08:12:22,955 INFO    SenderThread:6676 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231207_081221-smqd7xab\files
2023-12-07 08:12:22,955 INFO    SenderThread:6676 [sender.py:_start_run_threads():1124] run started: smqd7xab with start time 1701933141.697971
2023-12-07 08:12:22,955 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: summary_record
2023-12-07 08:12:22,955 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: check_version
2023-12-07 08:12:22,955 INFO    SenderThread:6676 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-12-07 08:12:22,955 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: check_version
2023-12-07 08:12:23,168 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: run_start
2023-12-07 08:12:23,174 DEBUG   HandlerThread:6676 [system_info.py:__init__():31] System info init
2023-12-07 08:12:23,174 DEBUG   HandlerThread:6676 [system_info.py:__init__():46] System info init done
2023-12-07 08:12:23,174 INFO    HandlerThread:6676 [system_monitor.py:start():181] Starting system monitor
2023-12-07 08:12:23,174 INFO    SystemMonitor:6676 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-12-07 08:12:23,174 INFO    HandlerThread:6676 [system_monitor.py:probe():201] Collecting system info
2023-12-07 08:12:23,180 INFO    SystemMonitor:6676 [interfaces.py:start():190] Started cpu monitoring
2023-12-07 08:12:23,180 DEBUG   HandlerThread:6676 [system_info.py:probe():195] Probing system
2023-12-07 08:12:23,180 INFO    SystemMonitor:6676 [interfaces.py:start():190] Started disk monitoring
2023-12-07 08:12:23,180 INFO    SystemMonitor:6676 [interfaces.py:start():190] Started memory monitoring
2023-12-07 08:12:23,186 INFO    SystemMonitor:6676 [interfaces.py:start():190] Started network monitoring
2023-12-07 08:12:23,191 DEBUG   HandlerThread:6676 [system_info.py:_probe_git():180] Probing git
2023-12-07 08:12:23,231 DEBUG   HandlerThread:6676 [system_info.py:_probe_git():188] Probing git done
2023-12-07 08:12:23,231 DEBUG   HandlerThread:6676 [system_info.py:probe():240] Probing system done
2023-12-07 08:12:23,231 DEBUG   HandlerThread:6676 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-12-07T07:12:23.180674', 'startedAt': '2023-12-07T07:12:21.691809', 'docker': None, 'cuda': None, 'args': ('--config', 'rnn.yaml'), 'state': 'running', 'program': 'C:\\Users\\tobia\\Documents\\GitHub\\RNN_Tobia_Simmler\\main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/t0b14/Semester_project_Tobia_Simmler_rnn.git', 'commit': 'b85ae8ced29704abdb0681a7b7cda10390784283'}, 'email': 'simmlert@student.ethz.ch', 'root': 'C:/Users/tobia/Documents/GitHub/RNN_Tobia_Simmler', 'host': 'Aibot', 'username': 'tobia', 'executable': 'C:\\Users\\tobia\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'total': 1417.9636306762695, 'used': 1378.7611694335938}, 'memory': {'total': 63.13705825805664}}
2023-12-07 08:12:23,231 INFO    HandlerThread:6676 [system_monitor.py:probe():211] Finished collecting system info
2023-12-07 08:12:23,231 INFO    HandlerThread:6676 [system_monitor.py:probe():214] Publishing system info
2023-12-07 08:12:23,231 DEBUG   HandlerThread:6676 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-12-07 08:12:23,231 DEBUG   HandlerThread:6676 [system_info.py:_save_pip():67] Saving pip packages done
2023-12-07 08:12:23,231 INFO    HandlerThread:6676 [system_monitor.py:probe():216] Finished publishing system info
2023-12-07 08:12:23,249 DEBUG   SenderThread:6676 [sender.py:send():375] send: files
2023-12-07 08:12:23,249 INFO    SenderThread:6676 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-12-07 08:12:23,254 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: stop_status
2023-12-07 08:12:23,254 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: stop_status
2023-12-07 08:12:23,519 DEBUG   SenderThread:6676 [sender.py:send():375] send: telemetry
2023-12-07 08:12:23,957 INFO    Thread-16 :6676 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231207_081221-smqd7xab\files\requirements.txt
2023-12-07 08:12:23,957 INFO    Thread-16 :6676 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231207_081221-smqd7xab\files\wandb-metadata.json
2023-12-07 08:12:23,957 INFO    Thread-16 :6676 [dir_watcher.py:_on_file_created():278] file/dir created: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231207_081221-smqd7xab\files\wandb-summary.json
2023-12-07 08:12:24,313 INFO    wandb-upload_0:6676 [upload_job.py:push():137] Uploaded file C:\Users\tobia\AppData\Local\Temp\tmpt3njvvglwandb\z5qd0cmi-wandb-metadata.json
2023-12-07 08:12:27,541 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: status_report
2023-12-07 08:12:30,903 DEBUG   SenderThread:6676 [sender.py:send():375] send: exit
2023-12-07 08:12:30,903 INFO    SenderThread:6676 [sender.py:send_exit():598] handling exit code: 1
2023-12-07 08:12:30,903 INFO    SenderThread:6676 [sender.py:send_exit():600] handling runtime: 7
2023-12-07 08:12:30,903 INFO    SenderThread:6676 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-12-07 08:12:30,903 INFO    SenderThread:6676 [sender.py:send_exit():606] send defer
2023-12-07 08:12:30,903 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: defer
2023-12-07 08:12:30,908 INFO    HandlerThread:6676 [handler.py:handle_request_defer():170] handle defer: 0
2023-12-07 08:12:30,908 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: defer
2023-12-07 08:12:30,908 INFO    SenderThread:6676 [sender.py:send_request_defer():622] handle sender defer: 0
2023-12-07 08:12:30,908 INFO    SenderThread:6676 [sender.py:transition_state():626] send defer: 1
2023-12-07 08:12:30,908 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: defer
2023-12-07 08:12:30,908 INFO    HandlerThread:6676 [handler.py:handle_request_defer():170] handle defer: 1
2023-12-07 08:12:30,909 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: defer
2023-12-07 08:12:30,909 INFO    SenderThread:6676 [sender.py:send_request_defer():622] handle sender defer: 1
2023-12-07 08:12:30,909 INFO    SenderThread:6676 [sender.py:transition_state():626] send defer: 2
2023-12-07 08:12:30,909 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: defer
2023-12-07 08:12:30,909 INFO    HandlerThread:6676 [handler.py:handle_request_defer():170] handle defer: 2
2023-12-07 08:12:30,909 INFO    HandlerThread:6676 [system_monitor.py:finish():190] Stopping system monitor
2023-12-07 08:12:30,909 DEBUG   SystemMonitor:6676 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-12-07 08:12:30,909 INFO    HandlerThread:6676 [interfaces.py:finish():202] Joined cpu monitor
2023-12-07 08:12:30,909 DEBUG   SystemMonitor:6676 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-12-07 08:12:30,909 INFO    HandlerThread:6676 [interfaces.py:finish():202] Joined disk monitor
2023-12-07 08:12:30,909 DEBUG   SystemMonitor:6676 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-12-07 08:12:30,909 INFO    HandlerThread:6676 [interfaces.py:finish():202] Joined memory monitor
2023-12-07 08:12:30,910 INFO    HandlerThread:6676 [interfaces.py:finish():202] Joined network monitor
2023-12-07 08:12:30,910 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: defer
2023-12-07 08:12:30,910 INFO    SenderThread:6676 [sender.py:send_request_defer():622] handle sender defer: 2
2023-12-07 08:12:30,910 INFO    SenderThread:6676 [sender.py:transition_state():626] send defer: 3
2023-12-07 08:12:30,910 DEBUG   SenderThread:6676 [sender.py:send():375] send: stats
2023-12-07 08:12:30,910 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: defer
2023-12-07 08:12:30,910 INFO    HandlerThread:6676 [handler.py:handle_request_defer():170] handle defer: 3
2023-12-07 08:12:30,910 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: defer
2023-12-07 08:12:30,910 INFO    SenderThread:6676 [sender.py:send_request_defer():622] handle sender defer: 3
2023-12-07 08:12:30,911 INFO    SenderThread:6676 [sender.py:transition_state():626] send defer: 4
2023-12-07 08:12:30,911 DEBUG   HandlerThread:6676 [handler.py:handle_request():144] handle_request: defer
2023-12-07 08:12:30,911 INFO    HandlerThread:6676 [handler.py:handle_request_defer():170] handle defer: 4
2023-12-07 08:12:30,911 DEBUG   SenderThread:6676 [sender.py:send_request():402] send_request: defer
