2023-11-09 05:35:38,179 INFO    StreamThr :25076 [internal.py:wandb_internal():86] W&B internal server running at pid: 25076, started at: 2023-11-09 05:35:38.179104
2023-11-09 05:35:38,180 DEBUG   HandlerThread:25076 [handler.py:handle_request():144] handle_request: status
2023-11-09 05:35:38,180 INFO    WriterThread:25076 [datastore.py:open_for_write():85] open: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231109_053537-ifvala7x\run-ifvala7x.wandb
2023-11-09 05:35:38,181 DEBUG   SenderThread:25076 [sender.py:send():375] send: header
2023-11-09 05:35:38,181 DEBUG   SenderThread:25076 [sender.py:send():375] send: run
2023-11-09 05:35:38,629 INFO    SenderThread:25076 [dir_watcher.py:__init__():219] watching files in: C:\Users\tobia\Documents\GitHub\RNN_Tobia_Simmler\wandb\run-20231109_053537-ifvala7x\files
2023-11-09 05:35:38,629 INFO    SenderThread:25076 [sender.py:_start_run_threads():1124] run started: ifvala7x with start time 1699504537.278084
2023-11-09 05:35:38,629 DEBUG   SenderThread:25076 [sender.py:send_request():402] send_request: summary_record
2023-11-09 05:35:38,629 INFO    SenderThread:25076 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-11-09 05:35:38,631 DEBUG   HandlerThread:25076 [handler.py:handle_request():144] handle_request: check_version
2023-11-09 05:35:38,631 DEBUG   SenderThread:25076 [sender.py:send_request():402] send_request: check_version
2023-11-09 05:35:38,765 DEBUG   HandlerThread:25076 [handler.py:handle_request():144] handle_request: run_start
2023-11-09 05:35:38,768 DEBUG   HandlerThread:25076 [system_info.py:__init__():31] System info init
2023-11-09 05:35:38,768 DEBUG   HandlerThread:25076 [system_info.py:__init__():46] System info init done
2023-11-09 05:35:38,769 INFO    HandlerThread:25076 [system_monitor.py:start():181] Starting system monitor
2023-11-09 05:35:38,769 INFO    SystemMonitor:25076 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-11-09 05:35:38,769 INFO    HandlerThread:25076 [system_monitor.py:probe():201] Collecting system info
2023-11-09 05:35:38,772 INFO    SystemMonitor:25076 [interfaces.py:start():190] Started cpu monitoring
2023-11-09 05:35:38,774 DEBUG   HandlerThread:25076 [system_info.py:probe():195] Probing system
2023-11-09 05:35:38,774 INFO    SystemMonitor:25076 [interfaces.py:start():190] Started disk monitoring
2023-11-09 05:35:38,776 INFO    SystemMonitor:25076 [interfaces.py:start():190] Started memory monitoring
2023-11-09 05:35:38,780 INFO    SystemMonitor:25076 [interfaces.py:start():190] Started network monitoring
2023-11-09 05:35:38,780 DEBUG   HandlerThread:25076 [system_info.py:_probe_git():180] Probing git
2023-11-09 05:35:38,815 DEBUG   HandlerThread:25076 [system_info.py:_probe_git():188] Probing git done
2023-11-09 05:35:38,815 DEBUG   HandlerThread:25076 [system_info.py:probe():240] Probing system done
2023-11-09 05:35:38,815 DEBUG   HandlerThread:25076 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-11-09T04:35:38.774304', 'startedAt': '2023-11-09T04:35:37.274085', 'docker': None, 'cuda': None, 'args': ('--config', 'rnn.yaml'), 'state': 'running', 'program': 'C:\\Users\\tobia\\Documents\\GitHub\\RNN_Tobia_Simmler\\main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/t0b14/Semester_project_Tobia_Simmler_rnn.git', 'commit': '4159307eb231ad7ce83886f9a928be4d2c1e9c46'}, 'email': 'simmlert@student.ethz.ch', 'root': 'C:/Users/tobia/Documents/GitHub/RNN_Tobia_Simmler', 'host': 'Aibot', 'username': 'tobia', 'executable': 'C:\\Users\\tobia\\AppData\\Local\\Programs\\Python\\Python310\\python.exe', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 3701.0, 'min': 0.0, 'max': 3701.0}, 'cpu_freq_per_core': [{'current': 3701.0, 'min': 0.0, 'max': 3701.0}], 'disk': {'total': 1417.9636306762695, 'used': 1283.0024528503418}, 'memory': {'total': 63.13705825805664}}
2023-11-09 05:35:38,815 INFO    HandlerThread:25076 [system_monitor.py:probe():211] Finished collecting system info
2023-11-09 05:35:38,815 INFO    HandlerThread:25076 [system_monitor.py:probe():214] Publishing system info
2023-11-09 05:35:38,815 DEBUG   HandlerThread:25076 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-11-09 05:35:38,816 DEBUG   HandlerThread:25076 [system_info.py:_save_pip():67] Saving pip packages done
2023-11-09 05:35:38,817 INFO    HandlerThread:25076 [system_monitor.py:probe():216] Finished publishing system info
2023-11-09 05:35:38,817 DEBUG   SenderThread:25076 [sender.py:send():375] send: files
2023-11-09 05:35:38,817 INFO    SenderThread:25076 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-09 05:35:38,821 DEBUG   HandlerThread:25076 [handler.py:handle_request():144] handle_request: stop_status
2023-11-09 05:35:38,821 DEBUG   SenderThread:25076 [sender.py:send_request():402] send_request: stop_status
2023-11-09 05:35:39,068 DEBUG   SenderThread:25076 [sender.py:send():375] send: telemetry
